,1Type1,1Type2,1HP,1Attack,1Defence,1Sp.Attack,1Sp.Def,1Speed,1Generation,1Legendary,2Type1,2Type2,2HP,2Attack,2Defence,2Sp.Attack,2Sp.Def,2Speed,2Generation,2Legendary,Winner
21469,Water,Dark,72,95,67,103,71,122,6,0,Psychic,Flying,72,58,80,103,80,97,5,0,0
21470,Bug,Grass,60,95,80,60,80,30,1,0,Rock,Fairy,50,160,110,160,110,110,6,1,1
21471,Water,Flying,75,87,63,87,63,98,5,0,Steel,None,40,55,70,45,60,30,5,0,0
21472,Steel,Dragon,100,120,120,150,100,90,4,1,Bug,Poison,40,60,40,40,40,30,2,0,0
21473,Bug,None,45,22,60,27,30,29,6,0,Water,Ground,50,48,43,46,41,60,3,0,1
21474,Ground,Steel,110,135,60,50,65,88,5,0,Fire,Ground,70,120,100,145,105,20,3,0,0
21475,Grass,Dark,90,100,60,90,60,80,3,0,Water,None,100,75,115,90,115,85,2,1,1
21476,Fight,None,72,60,30,20,30,25,3,0,Water,Ice,130,85,80,85,95,60,1,0,1
21477,Normal,Flying,80,115,80,65,55,93,5,0,Flying,None,79,100,80,110,90,121,5,1,1
21478,Bug,Poison,40,35,30,20,20,50,1,0,Psychic,None,50,180,20,180,20,150,3,1,1
21479,Steel,Ghost,45,80,100,35,37,28,6,0,Electric,None,65,83,57,95,85,105,1,0,1
21480,Electric,Dragon,90,95,105,165,110,45,2,0,Bug,Poison,30,45,59,30,39,57,5,0,1
21481,Dark,None,40,65,40,80,40,65,5,0,Fire,None,70,90,45,15,45,50,5,0,0
21482,Grass,None,30,30,30,30,30,30,2,0,Rock,Fairy,50,50,150,50,150,50,6,0,1
21483,Dark,Ice,55,95,55,35,75,115,2,0,Ice,None,70,50,30,95,135,105,5,0,0
21484,Dragon,Ground,108,170,115,120,95,92,4,0,Normal,None,75,100,95,40,70,110,1,0,1
21485,Fight,None,50,95,95,35,110,70,2,0,Steel,Psychic,60,75,100,55,80,50,3,0,0
21486,Fire,None,44,58,44,58,44,61,4,0,Psychic,None,74,48,76,83,81,104,6,0,1
21487,Fire,None,65,63,45,45,45,45,5,0,Grass,None,70,60,75,110,75,90,5,0,1
21488,Dragon,None,45,50,35,55,75,40,6,0,Electric,None,70,75,80,135,80,135,3,0,1
21489,Water,None,50,65,64,44,48,43,2,0,Ghost,None,44,75,35,63,33,45,3,0,1
21490,Grass,None,61,78,95,56,58,57,6,0,Grass,Ice,90,132,105,132,105,30,4,0,0
21491,Electric,Flying,50,65,107,105,107,86,4,0,Steel,Dragon,100,120,120,150,100,90,4,1,1
21492,Psychic,Dark,80,160,60,170,130,80,6,1,Psychic,Grass,100,100,100,100,100,100,2,0,1
21493,Electric,None,35,55,40,45,40,60,5,0,Normal,Psychic,100,77,77,128,128,90,5,0,1
21494,Bug,Flying,65,155,120,65,90,105,1,0,Normal,Ground,85,56,77,50,77,78,6,0,0
21495,Water,None,55,84,105,114,75,52,3,0,Ghost,Fire,50,30,55,65,55,20,5,0,0
21496,Psychic,None,60,48,45,43,90,42,1,0,Steel,Rock,60,90,140,50,50,40,3,0,0
21497,Normal,None,30,56,35,25,35,72,1,0,Fire,None,65,63,45,45,45,45,5,0,0
21498,Steel,None,80,75,150,75,150,50,3,1,Fire,None,59,59,58,90,70,73,6,0,1
21499,Normal,None,255,10,10,75,135,55,2,0,Electric,None,90,75,85,115,90,55,2,0,1
21500,Normal,Flying,85,120,70,50,60,100,4,0,Ghost,None,60,60,60,105,105,105,4,0,1
21501,Bug,None,65,47,55,73,75,85,3,0,Poison,None,50,50,62,40,62,65,5,0,0
21502,Fire,Fight,80,120,70,110,70,80,3,0,Bug,None,50,35,55,25,25,15,3,0,0
21503,Rock,Grass,66,41,77,61,87,23,3,0,Psychic,None,65,40,50,125,60,30,5,0,1
21504,Psychic,None,120,70,120,75,130,85,4,0,Fire,None,50,85,55,65,65,90,1,0,1
21505,Normal,None,64,51,23,51,23,28,3,0,Ground,None,45,100,45,45,45,10,3,0,0
21506,Fight,None,40,80,35,35,45,70,1,0,Water,None,43,80,65,50,35,35,3,0,0
21507,Dark,None,60,105,60,120,60,105,5,0,Steel,Rock,60,90,140,50,50,40,3,0,0
21508,Rock,None,55,75,85,25,25,15,5,0,Water,None,130,70,35,70,35,60,3,0,1
21509,Ghost,Poison,30,35,30,100,35,80,1,0,Electric,None,65,65,60,110,95,130,1,0,1
21510,Poison,Dark,70,90,110,60,75,95,4,0,Normal,None,85,76,64,45,55,90,2,0,0
21511,Grass,None,60,40,60,40,60,35,3,0,Normal,Fight,100,128,90,77,77,128,5,0,1
21512,Normal,None,160,110,65,65,110,30,1,0,Normal,None,73,115,60,60,60,90,3,0,1
21513,Grass,None,50,85,40,85,40,35,3,0,Flying,None,79,115,70,125,80,111,5,1,1
21514,Steel,Fairy,57,80,91,80,87,75,6,0,Bug,None,50,35,55,25,25,15,3,0,0
21515,Ghost,Grass,54,66,70,44,55,46,6,0,Steel,Rock,60,90,140,50,50,40,3,0,0
21516,Fire,None,105,140,55,30,55,95,5,0,Fire,None,65,95,57,100,85,93,1,0,0
21517,Psychic,Fight,68,125,65,65,115,80,4,0,Fire,Normal,62,50,58,73,54,72,6,0,0
21518,Fairy,None,35,20,65,40,65,20,2,0,Water,Poison,40,40,35,50,100,70,1,0,1
21519,Ghost,Poison,45,50,45,115,55,95,1,0,Normal,None,60,80,50,50,50,40,2,0,1
21520,Water,None,50,65,64,44,48,43,2,0,Dragon,Flying,91,134,95,100,100,80,1,0,1
21521,Electric,None,45,65,34,40,34,45,4,0,Ghost,None,20,40,90,30,90,25,3,0,0
21522,Flying,None,79,115,70,125,80,111,5,1,Normal,None,104,91,63,91,73,68,3,0,0
21523,Fire,Psychic,75,69,72,114,100,104,6,0,Normal,None,105,125,100,60,100,100,1,0,0
21524,Ground,None,75,100,110,45,55,65,1,0,Psychic,Fight,68,125,65,65,115,80,4,0,1
21525,Poison,None,61,72,57,55,55,65,1,0,Steel,Rock,70,110,180,60,60,50,3,0,1
21526,Fight,None,120,100,85,30,85,45,5,0,Water,None,100,100,100,100,100,100,4,0,1
21527,Fire,Flying,62,73,55,56,52,84,6,0,Steel,Rock,60,90,140,50,50,40,3,0,0
21528,Bug,None,50,65,90,35,35,15,2,0,Bug,Poison,65,90,40,45,80,75,1,0,1
21529,Normal,Flying,40,60,30,31,31,70,1,0,Grass,Dark,70,70,40,60,40,60,3,0,0
21530,Ground,None,108,112,118,68,72,47,4,0,Psychic,None,80,45,65,90,110,80,3,0,1
21531,Grass,None,40,40,50,30,30,30,3,0,Dark,Ghost,50,85,125,85,115,20,3,0,1
21532,Steel,Ground,75,85,200,55,65,30,2,0,Water,None,50,65,64,44,48,43,2,0,1
21533,Electric,None,65,65,60,110,95,130,1,0,Water,Grass,40,30,30,40,50,30,3,0,0
21534,Bug,None,65,125,100,55,70,85,1,0,Fire,None,65,63,45,45,45,45,5,0,0
21535,Bug,Poison,40,60,40,40,40,30,2,0,Fight,Steel,70,145,88,140,70,112,4,0,1
21536,Psychic,None,75,125,70,125,70,115,4,1,Dark,None,95,65,110,60,130,65,2,0,1
21537,Ice,None,36,50,50,65,60,44,5,0,Water,None,80,82,78,95,80,85,1,0,1
21538,Ice,None,65,60,110,130,95,65,4,0,Normal,Fairy,103,60,126,80,126,50,5,0,0
21539,Dragon,Flying,105,180,100,180,100,115,3,1,Psychic,None,106,150,70,194,120,140,1,1,1
21540,Bug,Poison,60,100,89,55,69,112,5,0,Ground,Electric,109,66,84,81,99,32,5,0,0
21541,Normal,None,85,76,64,45,55,90,2,0,Rock,Bug,45,95,50,40,50,75,3,0,0
21542,Fight,None,50,105,79,35,110,76,1,0,Dragon,None,61,84,65,70,70,70,1,0,0
21543,Fire,None,105,140,55,30,55,95,5,0,Grass,None,75,80,95,90,100,50,2,0,0
21544,Grass,None,75,89,85,55,65,36,4,0,Bug,Poison,45,25,50,25,25,35,1,0,0
21545,Fire,None,38,41,40,50,65,65,1,0,Bug,None,65,125,100,55,70,85,1,0,1
21546,Normal,None,71,82,64,64,59,112,4,0,Dark,Dragon,92,105,90,125,90,98,5,0,0
21547,Ice,None,51,65,65,80,75,59,5,0,Ice,None,95,110,80,70,80,50,5,0,0
21548,Water,None,85,105,100,79,83,78,2,0,Bug,Poison,60,50,70,50,90,65,3,0,0
21549,Fire,None,73,76,75,81,100,100,1,0,Grass,Ice,90,92,75,92,85,60,4,0,0
21550,Poison,Bug,40,50,90,30,55,65,4,0,Normal,Flying,40,55,30,30,30,85,3,0,1
21551,Normal,Fairy,103,60,126,80,126,50,5,0,Grass,Poison,80,100,123,122,120,80,1,0,1
21552,Fire,None,70,85,140,85,70,20,3,0,Normal,None,65,70,60,65,65,115,1,0,1
21553,Water,Poison,80,70,65,80,120,100,1,0,Rock,Ice,77,59,50,67,63,46,6,0,0
21554,Dragon,Electric,100,150,120,120,100,90,5,1,Electric,None,60,85,49,60,49,60,4,0,0
21555,Electric,Normal,62,55,52,109,94,109,6,0,Psychic,None,80,105,105,105,105,80,4,1,0
21556,Psychic,Flying,55,45,43,55,43,72,5,0,Dark,Fight,50,75,70,35,70,48,5,0,1
21557,Fight,Flying,78,92,75,74,63,118,6,0,Normal,None,120,120,120,120,120,120,4,1,1
21558,Electric,Flying,55,75,60,75,60,103,5,0,Fire,None,75,95,67,125,95,83,4,0,0
21559,Normal,Water,79,85,60,55,60,71,4,0,Fairy,Flying,85,50,95,120,115,80,4,0,1
21560,Water,None,80,92,65,65,80,68,1,0,Water,None,54,63,52,83,56,97,6,0,1
21561,Ghost,Dragon,150,120,100,120,100,90,4,1,Steel,Ghost,60,50,150,50,150,60,6,0,0
21562,Dark,None,95,65,110,60,130,65,2,0,Water,None,71,73,88,120,89,59,6,0,0
21563,Grass,Fight,91,90,72,90,129,108,5,1,Bug,Flying,55,35,50,55,110,85,2,0,0
21564,Water,None,65,80,80,59,63,58,2,0,Normal,Flying,62,77,62,50,42,65,5,0,1
21565,Ground,Psychic,40,40,55,40,70,55,3,0,Bug,None,50,35,55,25,25,15,3,0,0
21566,Electric,None,65,65,60,110,95,130,1,0,Grass,None,50,53,48,53,48,64,5,0,0
21567,Ghost,None,45,100,135,65,135,45,4,0,Electric,None,55,40,40,65,45,35,2,0,0
21568,Electric,None,20,40,15,35,35,60,2,0,Water,Rock,55,55,85,65,85,35,2,0,0
21569,Dark,None,70,90,90,135,90,125,4,1,Ground,Flying,65,75,105,35,65,85,2,0,0
21570,Grass,None,60,40,60,40,60,35,3,0,Fire,None,75,98,63,98,63,101,5,0,1
21571,Steel,None,60,100,115,70,85,90,5,0,Water,Dragon,75,95,95,95,95,85,2,0,0
21572,Poison,None,70,62,67,55,55,56,1,0,Rock,Flying,75,140,65,112,65,110,5,0,1
21573,Electric,Dragon,90,95,105,165,110,45,2,0,Fairy,Flying,55,40,85,80,105,40,2,0,0
21574,Fight,Steel,70,145,88,140,70,112,4,0,Electric,None,55,40,40,65,45,35,2,0,0
21575,Rock,Dark,100,164,150,95,120,71,2,0,Dark,None,40,65,40,80,40,65,5,0,0
21576,Ground,None,10,55,25,35,45,95,1,0,Grass,Dark,70,115,60,115,60,55,3,0,1
21577,Poison,None,65,90,120,85,70,60,1,0,Rock,Ground,35,45,160,30,45,70,1,0,1
21578,Fight,None,90,130,80,65,85,55,1,0,Psychic,Ghost,80,110,60,150,130,70,6,1,1
21579,Dark,Dragon,52,65,50,45,50,38,5,0,Psychic,None,50,150,50,150,50,150,3,1,0
21580,Rock,Fairy,50,100,150,100,150,50,6,1,Fight,None,65,105,60,60,70,95,1,0,1
21581,Rock,None,80,100,200,50,100,50,3,1,Steel,Rock,60,90,140,50,50,40,3,0,0
21582,Bug,Flying,80,52,50,90,50,89,6,0,Psychic,Flying,106,90,130,90,154,110,2,1,1
21583,Fire,Fight,110,123,65,100,65,65,5,0,Rock,None,30,45,135,45,90,30,3,0,0
21584,Ice,None,70,50,30,95,135,105,5,0,Dragon,Flying,105,150,90,150,90,95,3,1,0
21585,Ice,None,55,70,40,60,40,40,5,0,Psychic,None,106,110,90,154,90,130,1,1,1
21586,Steel,Rock,70,110,180,60,60,50,3,0,Rock,Fairy,50,50,150,50,150,50,6,0,1
21587,Bug,None,50,35,55,25,25,15,3,0,Water,Poison,40,40,35,50,100,70,1,0,1
21588,Fight,None,40,80,35,35,45,70,1,0,Dragon,Ice,125,170,100,120,90,95,5,1,1
21589,Fight,Psychic,60,60,75,60,75,80,3,0,Grass,Ground,95,109,105,75,85,56,4,0,0
21590,Rock,Ground,80,120,130,55,65,45,1,0,Ghost,Dark,50,92,108,92,108,35,4,0,0
21591,Dark,None,64,88,50,88,50,106,5,0,Ground,None,90,120,120,60,60,50,2,0,0
21592,Dark,Ice,55,95,55,35,75,115,2,0,Water,Poison,65,95,75,55,55,85,2,0,0
21593,Dark,Flying,60,85,42,85,42,91,2,0,Rock,None,85,135,130,60,80,25,5,0,1
21594,Grass,None,55,68,64,45,55,31,4,0,Fairy,None,95,65,65,110,130,60,6,0,1
21595,Rock,None,80,100,200,50,100,50,3,1,Dragon,Flying,91,134,95,100,100,80,1,0,1
21596,Grass,Poison,65,90,50,85,45,55,1,0,Normal,None,95,110,95,40,95,55,5,0,1
21597,Psychic,None,116,55,85,107,95,29,5,0,Bug,None,50,40,85,40,65,25,5,0,0
21598,Grass,None,30,30,30,30,30,30,2,0,Bug,None,50,35,55,25,25,15,3,0,0
21599,Steel,Ghost,60,150,50,150,50,60,6,0,Fire,Flying,106,130,90,110,154,90,2,1,1
21600,Water,Psychic,95,75,180,130,80,30,1,0,Fight,None,35,35,35,35,35,35,2,0,1
21601,Water,None,85,105,55,85,50,115,4,0,Water,Dark,72,95,67,103,71,122,6,0,1
21602,Grass,Flying,55,45,50,45,65,80,2,0,Water,None,54,63,52,83,56,97,6,0,1
21603,Grass,None,75,98,63,98,63,101,5,0,Fairy,None,54,45,47,75,98,52,6,0,0
21604,Water,Flying,45,20,50,60,120,50,4,0,Water,Fight,90,95,95,70,90,70,1,0,1
21605,Ground,Fire,100,180,160,150,90,90,3,1,Rock,Ground,55,95,115,45,45,35,1,0,0
21606,Electric,None,45,63,37,65,55,95,2,0,Normal,Flying,65,90,65,61,61,100,1,0,1
21607,Fire,Psychic,75,69,72,114,100,104,6,0,Bug,Flying,80,52,50,90,50,89,6,0,0
21608,Water,Psychic,95,75,110,100,80,30,1,0,Psychic,None,62,48,54,63,60,68,6,0,1
21609,Normal,None,105,95,80,40,80,90,1,0,Fight,None,105,140,95,55,65,45,5,0,0
21610,Rock,Dragon,58,89,77,45,45,48,6,0,Fight,None,45,85,50,55,50,65,5,0,1
21611,Psychic,Fight,68,125,65,65,115,80,4,0,Electric,None,90,75,85,115,90,55,2,0,0
21612,Dark,None,65,150,60,115,60,115,3,0,Poison,None,46,57,40,40,40,50,1,0,0
21613,Steel,Fairy,57,80,91,80,87,75,6,0,Grass,None,75,75,95,75,95,113,5,0,1
21614,Psychic,Fairy,28,25,25,45,35,40,3,0,Water,None,43,80,65,50,35,35,3,0,0
21615,Ghost,None,44,75,35,63,33,45,3,0,Water,None,50,52,48,65,50,55,1,0,1
21616,Normal,Flying,85,120,70,50,60,100,4,0,Grass,None,70,85,65,105,85,120,3,0,1
21617,Ground,Flying,89,145,90,105,80,91,5,1,Fight,None,40,70,40,35,40,60,4,0,0
21618,Fairy,None,78,52,60,63,65,23,6,0,Fairy,None,126,131,95,131,98,99,6,1,1
21619,Steel,Rock,50,70,100,40,40,30,3,0,Grass,None,70,60,70,87,78,85,4,0,0
21620,Psychic,None,50,95,90,95,90,180,3,1,Rock,Water,35,40,100,90,55,35,1,0,0
21621,Normal,Flying,76,65,45,92,42,91,4,0,Bug,Fire,55,85,55,50,55,60,5,0,0
21622,Water,None,20,10,55,15,20,80,1,0,Normal,Flying,55,75,50,40,40,80,4,0,1
21623,Normal,None,30,56,35,25,35,72,1,0,Poison,Flying,75,80,70,65,75,90,1,0,1
21624,Bug,Poison,65,150,40,15,80,145,1,0,Electric,Ghost,50,50,77,95,77,91,4,0,0
21625,Normal,None,105,95,80,40,80,90,1,0,Psychic,Fight,68,125,65,65,115,80,4,0,0
21626,Fire,None,73,76,75,81,100,100,1,0,Grass,Fight,60,130,80,60,60,70,3,0,0
21627,Electric,None,60,40,50,75,85,95,3,0,Psychic,Flying,40,50,45,70,45,70,2,0,0
21628,Bug,Steel,70,135,105,60,105,20,5,0,Psychic,Flying,67,57,55,77,55,114,5,0,0
21629,Ground,Rock,80,85,95,30,30,25,1,0,Normal,None,73,115,60,60,60,90,3,0,1
21630,Ground,None,60,80,110,50,80,45,1,0,Ghost,Poison,60,65,80,170,95,130,1,0,1
21631,Ground,None,68,72,78,38,42,32,4,0,Grass,None,123,100,62,97,81,68,6,0,1
21632,Fire,Flying,78,104,78,159,115,100,1,0,Normal,None,85,76,64,45,55,90,2,0,0
21633,Normal,Fairy,90,30,15,40,20,15,2,0,Psychic,None,75,75,75,125,95,40,5,0,1
21634,Ground,Steel,110,135,60,50,65,88,5,0,Fairy,None,90,120,75,60,60,45,2,0,0
21635,Poison,None,70,62,67,55,55,56,1,0,Poison,None,70,43,53,43,53,40,3,0,0
21636,Normal,Flying,40,45,40,35,35,56,1,0,Electric,None,65,83,57,95,85,105,1,0,1
21637,Grass,None,50,85,40,85,40,35,3,0,Ghost,None,58,50,145,95,105,30,5,0,0
21638,Grass,None,66,65,48,62,57,52,6,0,Grass,Fight,60,130,80,60,60,70,3,0,1
21639,Poison,None,105,105,75,65,100,50,1,0,Dragon,None,46,87,60,30,40,57,5,0,1
21640,Grass,None,45,45,55,45,55,63,5,0,Water,Ground,55,45,45,25,25,15,2,0,0
21641,Fight,None,35,35,35,35,35,35,2,0,Ghost,Poison,60,65,80,170,95,130,1,0,1
21642,Grass,Poison,60,65,70,85,75,40,1,0,Dragon,None,65,95,100,60,50,50,3,0,1
21643,Psychic,None,55,50,45,135,95,120,1,0,Poison,None,61,72,57,55,55,65,1,0,0
21644,Bug,None,50,35,55,25,25,15,3,0,Fire,None,45,60,40,70,50,45,3,0,1
21645,Electric,Flying,79,115,70,125,80,111,5,1,Water,Dark,63,120,85,90,55,55,3,0,0
21646,Fire,None,45,75,37,70,55,83,2,0,Ghost,Fire,60,40,60,95,60,55,5,0,0
21647,Normal,None,78,70,61,50,61,100,3,0,Fire,None,58,64,58,80,65,80,1,0,0
21648,Normal,None,160,110,65,65,110,30,1,0,Water,None,41,56,40,62,44,71,6,0,0
21649,Bug,Steel,70,135,105,60,105,20,5,0,Electric,Normal,62,55,52,109,94,109,6,0,0
21650,Ground,None,45,100,45,45,45,10,3,0,Dark,Dragon,72,85,70,65,70,58,5,0,1
21651,Fight,None,105,140,95,55,65,45,5,0,Bug,Fight,80,185,115,40,105,75,2,0,1
21652,Bug,Steel,58,109,112,48,48,109,5,0,Dragon,Flying,105,180,100,180,100,115,3,1,1
21653,Water,None,53,51,53,61,56,40,4,0,Grass,Ice,60,62,50,62,60,40,4,0,1
21654,Grass,Poison,80,100,123,122,120,80,1,0,Fairy,None,60,80,50,40,40,30,2,0,0
21655,Ghost,None,38,30,85,55,65,30,5,0,Psychic,None,74,48,76,83,81,104,6,0,1
21656,Fire,Flying,78,84,78,109,85,100,1,0,Water,Poison,80,70,65,80,120,100,1,0,1
21657,Water,None,30,40,70,70,25,60,1,0,Electric,None,35,55,40,50,50,90,1,0,1
21658,Fairy,Flying,55,40,85,80,105,40,2,0,Ground,Ghost,89,124,80,55,80,55,5,0,1
21659,Psychic,None,50,70,160,70,160,90,3,1,Normal,None,78,70,61,50,61,100,3,0,1
21660,Grass,Ice,90,92,75,92,85,60,4,0,Normal,None,70,65,65,55,55,70,3,0,1
21661,Normal,Water,79,85,60,55,60,71,4,0,Ground,Electric,109,66,84,81,99,32,5,0,0
21662,Psychic,Flying,67,57,55,77,55,114,5,0,Water,Ice,90,70,80,70,95,70,1,0,0
21663,Dragon,Ground,68,90,65,50,55,82,4,0,Normal,Fairy,50,20,40,20,40,20,3,0,0
21664,Bug,Flying,70,110,80,55,80,105,1,0,Bug,Steel,60,69,95,69,95,36,4,0,0
21665,Grass,Dark,90,100,60,90,60,80,3,0,Fight,None,70,80,50,35,35,35,1,0,0
21666,Normal,None,35,46,34,35,45,20,2,0,Psychic,Fire,100,100,100,100,100,100,5,1,1
21667,Fight,None,35,35,35,35,35,35,2,0,Bug,Flying,60,70,50,100,50,65,3,0,1
21668,Dark,Dragon,52,65,50,45,50,38,5,0,Fire,None,78,84,78,109,85,100,2,0,1
21669,Grass,Ground,95,109,105,75,85,56,4,0,Dragon,Psychic,80,90,80,130,110,110,3,1,1
21670,Rock,Flying,80,105,65,60,75,130,1,0,Water,Ice,90,70,80,70,95,70,1,0,0
21671,Fire,None,45,60,40,70,50,45,3,0,Steel,Ghost,45,80,100,35,37,28,6,0,1
21672,Rock,Water,35,40,100,90,55,35,1,0,Ground,None,90,60,60,40,40,40,2,0,1
21673,Dragon,Flying,75,70,90,70,105,80,3,0,Dark,Steel,45,85,70,40,40,60,5,0,0
21674,Normal,None,90,55,75,60,75,30,1,0,Ghost,Grass,85,100,122,58,75,54,6,0,1
21675,Psychic,None,60,45,70,75,85,55,5,0,Grass,Dark,70,115,60,115,60,55,3,0,1
21676,Water,None,65,80,80,59,63,58,2,0,Steel,None,40,55,70,45,60,30,5,0,0
21677,Ground,Fire,100,180,160,150,90,90,3,1,Grass,Dragon,70,110,75,145,85,145,3,0,1
21678,Dark,Psychic,86,92,88,68,75,73,6,0,Water,Flying,65,40,70,80,140,70,2,0,0
21679,Ground,Flying,89,145,90,105,80,91,5,1,Grass,Ground,95,109,105,75,85,56,4,0,0
21680,Normal,None,55,66,44,44,56,85,4,0,Rock,Psychic,70,55,65,95,85,70,3,0,0
21681,Dragon,None,61,84,65,70,70,70,1,0,Ground,None,60,85,40,30,45,68,5,0,0
21682,Bug,None,65,73,55,47,75,85,3,0,Fire,Ground,70,100,70,105,75,40,3,0,1
21683,Normal,None,85,76,64,45,55,90,2,0,Water,None,45,67,60,35,50,63,1,0,0
21684,Ghost,None,60,60,60,105,105,105,4,0,Water,None,80,82,78,95,80,85,1,0,0
21685,Ground,Flying,89,125,90,115,80,101,5,1,Normal,None,85,80,70,135,75,90,4,0,0
21686,Ice,None,36,50,50,65,60,44,5,0,Water,Dark,70,140,70,110,65,105,3,0,1
21687,Ice,Ground,110,130,80,70,60,80,4,0,Steel,None,60,80,95,70,85,50,5,0,0
21688,Grass,Dark,90,100,60,90,60,80,3,0,Ice,None,95,117,184,44,46,28,6,0,0
21689,Fire,None,39,52,43,60,50,65,1,0,Fire,Fight,60,85,60,85,60,55,3,0,0
21690,Poison,Water,50,60,60,60,60,30,6,0,Water,Rock,74,108,133,83,65,32,5,0,1
21691,Bug,Steel,75,90,140,60,60,40,2,0,Water,None,50,65,64,44,48,43,2,0,1
21692,Ghost,None,58,50,145,95,105,30,5,0,Bug,Steel,60,69,95,69,95,36,4,0,1
21693,Dark,None,41,50,37,50,37,66,5,0,Bug,Flying,70,60,62,80,82,60,3,0,0
21694,Dragon,Flying,75,70,90,70,105,80,3,0,Ghost,None,45,100,135,65,135,45,4,0,0
21695,Grass,None,75,98,63,98,63,101,5,0,Psychic,None,95,23,48,23,48,23,3,0,0
21696,Ground,Dragon,50,70,50,50,50,70,3,0,Ice,None,95,117,184,44,46,28,6,0,1
21697,Psychic,Ghost,80,110,60,150,130,70,6,1,Water,Ground,110,78,73,76,71,60,3,0,0
21698,Grass,None,45,35,45,62,53,35,4,0,Electric,None,70,55,55,80,60,45,2,0,1
21699,Poison,None,70,43,53,43,53,40,3,0,Water,None,100,75,115,90,115,85,2,1,1
21700,Normal,None,60,90,70,60,120,40,3,0,Dragon,Ground,68,90,65,50,55,82,4,0,1
21701,Steel,Psychic,57,24,86,24,86,23,4,0,Water,Steel,84,86,88,111,101,60,4,0,1
21702,Ghost,Dragon,150,120,100,120,100,90,4,1,Ice,Ghost,70,80,70,80,70,110,4,0,1
21703,Ice,Water,110,80,90,95,90,65,3,0,Grass,None,70,85,65,105,85,120,3,0,1
21704,Fire,Normal,62,50,58,73,54,72,6,0,Ground,Flying,65,75,105,35,65,85,2,0,1
21705,Normal,Fairy,90,30,15,40,20,15,2,0,Electric,None,80,120,79,95,79,70,4,0,1
21706,Dark,Psychic,86,92,88,68,75,73,6,0,Psychic,Fight,68,125,65,65,115,80,4,0,0
21707,Grass,None,40,45,35,65,55,70,3,0,Ground,None,108,112,118,68,72,47,4,0,0
21708,Grass,Poison,45,49,49,65,65,45,1,0,Water,Fight,91,72,90,129,90,108,5,0,1
21709,Dragon,None,77,120,90,60,90,48,5,0,Normal,Fairy,90,30,15,40,20,15,2,0,0
21710,Fairy,Flying,55,40,85,80,105,40,2,0,Psychic,None,80,105,105,105,105,80,4,1,1
21711,Dragon,Ice,125,120,90,170,100,95,5,1,Steel,Ghost,59,110,150,45,49,35,6,0,0
21712,Psychic,Flying,72,58,80,103,80,97,5,0,Water,Ground,100,150,110,95,110,70,3,0,0
21713,Bug,None,65,47,55,73,75,85,3,0,Fire,None,115,115,85,90,75,100,2,1,1
21714,Psychic,Fairy,68,85,65,165,135,100,3,0,Normal,None,104,91,63,91,73,68,3,0,0
21715,Ghost,Flying,150,80,44,90,54,80,4,0,Poison,Dark,63,63,47,41,41,74,4,0,0
21716,Normal,Flying,80,115,80,65,55,93,5,0,Bug,Grass,75,103,80,70,80,92,5,0,0
21717,Water,None,76,48,48,57,62,34,4,0,Bug,None,50,35,55,25,25,15,3,0,0
21718,Normal,None,103,60,86,60,86,50,5,0,Normal,None,65,60,70,85,75,40,1,0,0
21719,Grass,Flying,99,68,83,72,87,51,3,0,Dark,None,65,150,60,115,60,115,3,0,1
21720,Normal,Flying,50,55,50,36,30,43,5,0,Normal,Flying,70,83,50,37,50,60,5,0,1
21721,Dragon,Ground,68,90,65,50,55,82,4,0,Bug,Fire,85,60,65,135,105,100,5,0,1
21722,Fairy,None,95,65,65,110,130,60,6,0,Fire,None,59,59,58,90,70,73,6,0,1
21723,Fire,None,85,97,66,105,66,65,5,0,Ghost,None,64,115,65,83,63,65,3,0,1
21724,Fire,Flying,78,81,71,74,69,126,6,0,Steel,Ghost,59,110,150,45,49,35,6,0,0
21725,Steel,None,80,75,150,75,150,50,3,1,Ground,Psychic,60,70,105,70,120,75,3,0,1
21726,Psychic,None,75,125,70,125,70,115,4,1,Grass,Fight,91,90,72,90,129,108,5,1,0
21727,Electric,Normal,62,55,52,109,94,109,6,0,Fire,Ground,60,60,40,65,45,35,3,0,0
21728,Dark,Flying,110,65,105,55,95,80,5,0,Fairy,None,44,38,39,61,79,42,6,0,0
21729,Rock,Flying,80,105,65,60,75,130,1,0,Dragon,None,65,95,100,60,50,50,3,0,0
21730,Water,Flying,65,40,70,80,140,70,2,0,Bug,Rock,20,10,230,10,230,5,2,0,0
21731,Normal,Fairy,90,30,15,40,20,15,2,0,Psychic,Fairy,68,85,65,165,135,100,3,0,1
21732,Psychic,None,50,150,50,150,50,150,3,1,Ice,Flying,45,55,45,65,45,75,2,0,0
21733,Grass,None,70,60,70,87,78,85,4,0,Dark,Fight,65,90,115,45,115,58,5,0,0
21734,Grass,None,75,75,55,105,85,30,2,0,Normal,None,55,55,50,45,65,55,1,0,1
21735,Rock,None,70,100,115,30,65,30,2,0,Bug,Rock,50,65,85,35,35,55,5,0,1
21736,Normal,None,65,80,65,35,65,60,5,0,Psychic,None,95,23,48,23,48,23,3,0,0
21737,Water,Dragon,90,120,100,150,120,100,4,1,Bug,None,80,70,40,100,60,145,5,0,1
21738,Psychic,None,100,100,100,100,100,100,1,0,Fire,None,40,40,40,70,40,20,2,0,0
