,1Type1,1Type2,1HP,1Attack,1Defence,1Sp.Attack,1Sp.Def,1Speed,1Generation,1Legendary,2Type1,2Type2,2HP,2Attack,2Defence,2Sp.Attack,2Sp.Def,2Speed,2Generation,2Legendary,Winner
47175,Grass,Dark,70,115,60,115,60,55,3,0,Bug,Poison,45,25,50,25,25,35,1,0,0
47176,Water,None,35,65,35,65,35,65,2,0,Water,None,165,75,80,40,45,65,5,0,1
47177,Ground,None,68,72,78,38,42,32,4,0,Fight,None,67,82,62,46,48,43,6,0,1
47178,Psychic,None,40,35,30,120,70,105,1,0,Water,Ground,105,95,75,85,75,74,5,0,0
47179,Psychic,None,45,30,50,55,65,45,5,0,Water,Ground,70,85,70,60,70,50,3,0,1
47180,Dragon,Flying,75,70,90,70,105,80,3,0,Dragon,Fire,100,120,100,150,120,90,5,1,1
47181,Dark,Fire,75,90,50,110,80,95,2,0,Water,None,49,49,56,49,61,66,4,0,0
47182,Steel,Ghost,60,50,150,50,150,60,6,0,Psychic,Flying,65,75,70,95,70,95,2,0,1
47183,Dragon,Ground,108,100,121,81,95,95,6,1,Ice,None,80,80,80,80,80,80,3,0,0
47184,Fire,Water,80,110,120,130,90,70,6,1,Ghost,Poison,45,50,45,115,55,95,1,0,1
47185,Fight,None,105,140,95,55,65,45,5,0,Normal,Water,79,85,60,55,60,71,4,0,1
47186,Fight,None,72,60,30,20,30,25,3,0,Water,Rock,74,108,133,83,65,32,5,0,1
47187,Poison,Dark,63,63,47,41,41,74,4,0,Normal,Flying,85,120,70,50,60,100,4,0,1
47188,Rock,Grass,86,81,97,81,107,43,3,0,Ghost,Grass,43,70,48,50,60,38,6,0,0
47189,Normal,None,49,55,42,42,37,85,4,0,Psychic,None,65,65,60,130,95,110,2,0,1
47190,Water,Fairy,70,20,50,20,50,40,2,0,Fight,None,90,130,80,65,85,55,1,0,1
47191,Steel,Ghost,45,80,100,35,37,28,6,0,Electric,None,70,75,60,105,60,105,3,0,1
47192,Normal,None,75,100,95,40,70,110,1,0,Ghost,Grass,85,100,122,58,75,54,6,0,1
47193,Normal,None,38,30,41,30,41,60,3,0,Normal,None,55,81,60,50,70,97,1,0,1
47194,Dark,Flying,70,55,75,45,65,60,5,0,Steel,Fight,91,90,129,90,72,108,5,1,1
47195,Dark,None,60,105,60,120,60,105,5,0,Electric,None,70,75,60,105,60,105,3,0,1
47196,Poison,Ground,90,92,87,75,85,76,1,0,Ghost,Grass,85,100,122,58,75,54,6,0,0
47197,Normal,Flying,60,30,30,36,56,50,2,0,Water,Flying,75,87,63,87,63,98,5,0,1
47198,Normal,None,60,60,60,60,60,60,3,0,Normal,None,78,70,61,50,61,100,3,0,1
47199,Psychic,Fairy,20,25,45,70,90,60,4,0,Grass,None,65,110,130,60,65,95,4,0,1
47200,Rock,Bug,75,125,100,70,80,45,3,0,Dragon,None,66,117,70,40,50,67,5,0,1
47201,Rock,Fairy,50,160,110,160,110,110,6,1,Grass,None,70,60,75,110,75,90,5,0,0
47202,Normal,Flying,35,85,45,35,35,75,1,0,Fairy,None,126,131,95,131,98,99,6,1,1
47203,Ghost,Grass,59,66,70,44,55,41,6,0,Grass,None,65,55,115,100,40,60,1,0,1
47204,Rock,Water,35,40,100,90,55,35,1,0,Psychic,None,120,70,120,75,130,85,4,0,1
47205,Psychic,None,80,45,65,90,110,80,3,0,Ghost,None,20,40,90,30,90,25,3,0,0
47206,Rock,Flying,75,140,65,112,65,110,5,0,Grass,None,66,65,48,62,57,52,6,0,0
47207,Electric,Ice,50,65,107,105,107,86,4,0,Grass,Flying,55,45,50,45,65,80,2,0,0
47208,Fight,Psychic,60,60,75,60,75,80,3,0,Ice,None,65,60,110,130,95,65,4,0,0
47209,Electric,Flying,79,115,70,125,80,111,5,1,Normal,None,60,60,60,35,35,30,3,0,0
47210,Bug,Flying,70,94,50,94,50,66,4,0,Dragon,None,65,95,100,60,50,50,3,0,0
47211,Normal,None,85,110,90,45,90,80,5,0,Dragon,Ice,125,130,90,130,90,95,5,1,1
47212,Psychic,None,80,45,65,90,110,80,3,0,Fight,None,65,105,60,60,70,95,1,0,1
47213,Grass,Flying,99,68,83,72,87,51,3,0,Steel,Psychic,40,55,80,35,60,30,3,0,0
47214,Water,None,53,51,53,61,56,40,4,0,Normal,Flying,60,30,30,36,56,50,2,0,1
47215,Water,None,45,67,60,35,50,63,1,0,Normal,Flying,80,115,80,65,55,93,5,0,1
47216,Steel,Psychic,80,145,150,105,110,110,3,0,Electric,None,60,50,70,80,80,140,1,0,1
47217,Normal,None,38,30,41,30,41,60,3,0,Electric,None,60,40,50,75,85,95,3,0,1
47218,Dark,Fire,75,90,90,140,90,115,2,0,Water,None,130,65,60,110,95,65,1,0,0
47219,Normal,None,55,50,40,40,40,75,5,0,Poison,None,65,90,120,85,70,60,1,0,0
47220,Normal,Flying,63,60,55,50,50,71,1,0,Electric,None,65,65,60,110,95,130,1,0,1
47221,Psychic,None,106,110,90,154,90,130,1,1,Dark,Fire,45,60,30,80,50,65,2,0,1
47222,Grass,Ice,90,132,105,132,105,30,4,0,Ice,Water,110,80,90,95,90,65,3,0,1
47223,Dragon,Ice,125,170,100,120,90,95,5,1,Fire,Flying,106,130,90,110,154,90,2,1,0
47224,Fire,None,45,60,40,70,50,45,3,0,Dark,Flying,70,55,75,45,65,60,5,0,1
47225,Electric,None,60,50,70,80,80,140,1,0,Normal,Flying,40,55,30,30,30,85,3,0,0
47226,Water,Psychic,95,75,80,100,110,30,2,0,Fire,None,58,64,58,80,65,80,2,0,0
47227,Poison,None,100,73,83,73,83,55,3,0,Bug,None,50,35,55,25,25,15,3,0,0
47228,Water,Dark,95,155,109,70,130,81,1,0,Grass,Poison,69,55,45,55,55,15,5,0,0
47229,Normal,None,110,160,110,80,110,100,4,1,Fire,Ground,70,120,100,145,105,20,3,0,0
47230,Poison,None,65,90,120,85,70,60,1,0,Dark,None,70,90,70,60,60,70,3,0,1
47231,Fairy,None,35,20,65,40,65,20,2,0,Electric,None,35,55,40,50,50,90,1,0,1
47232,Ghost,Fire,60,55,90,145,90,80,5,0,Electric,None,90,85,75,115,100,115,2,1,1
47233,Grass,Fight,91,90,72,90,129,108,5,1,Fairy,None,90,120,75,60,60,45,2,0,0
47234,Fire,None,58,64,58,80,65,80,2,0,Normal,None,80,80,80,55,55,90,3,0,1
47235,Bug,Electric,70,77,60,97,60,108,5,0,Steel,Rock,50,70,100,40,40,30,3,0,0
47236,Water,None,65,65,65,50,50,90,1,0,Grass,None,60,40,60,40,60,35,3,0,0
47237,Normal,None,50,45,45,35,35,50,3,0,Ghost,Dragon,150,100,120,100,120,90,4,1,1
47238,Steel,Fairy,50,85,85,55,55,50,3,0,Psychic,Fairy,28,25,25,45,35,40,3,0,0
47239,Poison,None,73,100,60,100,60,65,3,0,Normal,None,85,110,90,45,90,80,5,0,1
47240,Normal,Flying,40,55,30,30,30,85,3,0,Poison,None,105,105,75,65,100,50,1,0,0
47241,Water,None,100,150,90,180,160,90,3,1,Psychic,Fight,106,190,100,154,100,130,1,1,1
47242,Normal,Flying,40,45,40,35,35,56,1,0,Rock,Psychic,70,55,65,95,85,70,3,0,1
47243,Dragon,None,46,87,60,30,40,57,5,0,Electric,Flying,50,65,107,105,107,86,4,0,1
47244,Fairy,None,95,65,65,110,130,60,6,0,Rock,Flying,75,140,65,112,65,110,5,0,1
47245,Psychic,None,95,23,48,23,48,23,3,0,Water,None,55,130,115,50,50,75,1,0,1
47246,Steel,Fairy,50,85,85,55,55,50,3,0,Fairy,None,78,52,60,63,65,23,6,0,0
47247,Ground,None,100,150,140,100,90,90,3,1,Water,Fight,91,72,90,129,90,108,5,0,1
47248,Normal,None,100,5,5,15,65,30,4,0,Ice,Ground,50,50,40,30,30,50,2,0,1
47249,Water,None,20,10,55,15,20,80,1,0,Poison,None,80,80,50,40,50,25,1,0,1
47250,Normal,None,120,120,120,120,120,120,4,1,Normal,None,75,95,60,65,60,115,5,0,0
47251,Grass,None,40,45,35,65,55,70,3,0,Water,Dark,72,95,67,103,71,122,6,0,1
47252,Grass,Flying,75,55,70,55,95,110,2,0,Ice,None,80,50,100,100,200,50,3,1,0
47253,Dragon,Flying,105,180,100,180,100,115,3,1,Psychic,None,80,105,105,105,105,80,4,1,0
47254,Fire,None,65,95,57,100,85,93,1,0,Poison,None,70,62,67,55,55,56,1,0,0
47255,Poison,Dark,63,63,47,41,41,74,4,0,Electric,Water,50,65,107,105,107,86,4,0,1
47256,Grass,None,100,100,125,110,50,50,4,0,Dragon,Ground,108,170,115,120,95,92,4,0,1
47257,Water,None,80,82,78,95,80,85,1,0,Ground,None,10,55,25,35,45,95,1,0,1
47258,Psychic,None,45,30,50,65,50,45,4,0,Water,Grass,80,70,70,90,100,70,3,0,1
47259,Fire,Fight,80,120,70,110,70,80,3,0,Rock,Grass,66,41,77,61,87,23,3,0,0
47260,Ground,Fire,100,180,160,150,90,90,3,1,Fight,None,120,100,85,30,85,45,5,0,0
47261,Ice,None,80,50,100,100,200,50,3,1,Normal,Fairy,90,30,15,40,20,15,2,0,0
47262,Fire,None,40,45,40,62,60,60,6,0,Dragon,None,41,64,45,50,50,50,1,0,0
47263,Water,None,55,65,95,95,45,85,1,0,Psychic,None,65,50,70,95,80,65,3,0,0
47264,Bug,Flying,55,35,50,55,110,85,2,0,Water,Electric,75,38,38,56,56,67,2,0,0
47265,Ground,None,50,50,95,40,50,35,1,0,Electric,None,60,40,50,75,85,95,3,0,0
47266,Fire,Ground,70,120,100,145,105,20,3,0,Bug,Flying,80,52,50,90,50,89,6,0,1
47267,Fire,Fight,76,104,71,104,71,108,4,0,Rock,None,97,165,60,65,50,58,4,0,0
47268,Bug,Flying,70,60,62,80,82,60,3,0,Psychic,None,45,30,50,55,65,45,5,0,0
47269,Water,None,64,66,68,81,76,50,4,0,Water,None,170,90,45,90,45,60,3,0,1
47270,Dragon,Ground,108,100,121,81,95,95,6,1,Fire,None,39,52,43,60,50,65,1,0,0
47271,Water,None,85,105,100,79,83,78,2,0,Grass,Poison,80,100,123,122,120,80,1,0,1
47272,Ground,None,60,80,110,50,80,45,1,0,Ground,None,108,112,118,68,72,47,4,0,1
47273,Ground,Electric,109,66,84,81,99,32,5,0,Normal,None,60,85,69,60,69,77,5,0,1
47274,Grass,Flying,99,68,83,72,87,51,3,0,Normal,None,55,81,60,50,70,97,1,0,1
47275,Water,Dark,95,155,109,70,130,81,1,0,Fairy,None,44,38,39,61,79,42,6,0,0
47276,Normal,Fairy,50,20,40,20,40,20,3,0,Normal,None,55,50,40,40,40,75,5,0,1
47277,Water,None,69,69,76,69,86,91,4,0,Fire,None,65,95,57,100,85,93,1,0,1
47278,Electric,None,75,123,67,95,85,95,4,0,Dark,Fire,75,90,50,110,80,95,2,0,1
47279,Fire,Flying,62,73,55,56,52,84,6,0,Normal,Flying,52,65,55,58,62,60,1,0,0
47280,Steel,None,60,80,95,70,85,50,5,0,Rock,Water,70,60,125,115,70,55,1,0,1
47281,Grass,Poison,60,70,65,125,105,90,4,0,Rock,Water,42,52,67,39,56,50,6,0,0
47282,Water,None,44,48,65,50,64,43,1,0,Electric,None,35,55,40,50,50,90,1,0,1
47283,Ice,None,95,110,80,70,80,50,5,0,Psychic,None,40,35,30,120,70,105,1,0,0
47284,Ice,None,70,50,30,95,135,105,5,0,Water,None,50,53,48,53,48,64,5,0,0
47285,Fire,Flying,78,84,78,109,85,100,1,0,Psychic,None,95,23,48,23,48,23,3,0,0
47286,Rock,Steel,60,55,145,75,150,40,4,0,Psychic,None,48,72,48,72,48,48,2,0,1
47287,Bug,None,45,22,60,27,30,29,6,0,Fire,None,40,40,40,70,40,20,2,0,0
47288,Dark,Flying,60,85,42,85,42,91,2,0,Ice,None,55,70,40,60,40,40,5,0,0
47289,Poison,Water,50,60,60,60,60,30,6,0,Electric,Steel,70,70,115,130,90,60,4,0,1
47290,Poison,Flying,40,45,35,30,40,55,1,0,Grass,None,75,80,95,90,100,50,2,0,0
47291,Bug,Grass,75,103,80,70,80,92,5,0,Water,None,95,100,85,108,70,70,5,0,0
47292,Poison,Bug,40,50,90,30,55,65,4,0,Poison,None,70,62,67,55,55,56,1,0,0
47293,Normal,None,30,56,35,25,35,72,1,0,Fire,Fight,80,160,80,130,80,100,3,0,1
47294,Grass,None,60,40,60,40,60,35,3,0,Grass,None,66,65,48,62,57,52,6,0,1
47295,Psychic,None,65,65,60,130,95,110,2,0,Water,Flying,45,20,50,60,120,50,4,0,0
47296,Rock,Psychic,70,55,65,95,85,70,3,0,Fight,None,85,105,85,40,50,40,5,0,1
47297,Ground,Flying,65,75,105,35,65,85,2,0,Normal,None,73,115,60,60,60,90,3,0,1
47298,Normal,Flying,40,55,30,30,30,60,4,0,Grass,Flying,75,55,70,55,95,110,2,0,1
47299,Psychic,Fairy,28,25,25,45,35,40,3,0,Water,None,65,45,55,45,70,45,1,0,1
47300,Fire,None,59,59,58,90,70,73,6,0,Bug,Fight,80,185,115,40,105,75,2,0,1
47301,Fight,Steel,70,145,88,140,70,112,4,0,Poison,None,40,65,95,60,45,35,1,0,0
47302,Grass,Ice,60,62,50,62,60,40,4,0,Rock,None,85,135,130,60,80,25,5,0,0
47303,Bug,Fire,55,85,55,50,55,60,5,0,Ice,Ground,100,100,80,60,60,50,2,0,0
47304,Bug,Poison,60,50,70,50,90,65,3,0,Flying,Dragon,85,70,80,97,80,123,6,0,1
47305,Ghost,Poison,30,35,30,100,35,80,1,0,Steel,Flying,65,80,140,40,70,70,2,0,0
47306,Normal,None,75,100,95,40,70,110,1,0,Ice,Ground,110,130,80,70,60,80,4,0,0
47307,Normal,None,255,10,10,75,135,55,2,0,Poison,None,61,72,57,55,55,65,1,0,1
47308,Rock,Psychic,70,55,65,95,85,70,3,0,Fire,None,73,76,75,81,100,100,1,0,1
47309,Fire,Normal,62,50,58,73,54,72,6,0,Water,None,35,64,85,74,55,32,3,0,0
47310,Fairy,None,101,72,72,99,89,29,6,0,Bug,Steel,70,150,140,65,100,75,2,0,1
47311,Ground,Rock,105,130,120,45,45,40,1,0,Dragon,Psychic,80,90,80,130,110,110,3,1,1
47312,Water,Psychic,60,75,85,100,85,115,1,0,Normal,Flying,100,50,50,76,96,70,2,0,0
47313,Normal,Fight,65,136,94,54,96,135,4,0,Fire,Fight,90,93,55,70,55,55,5,0,0
47314,Bug,Poison,65,150,40,15,80,145,1,0,Bug,Steel,70,135,105,60,105,20,5,0,1
47315,Fairy,None,78,65,68,112,154,75,6,0,Dragon,Ground,58,70,45,40,45,42,4,0,0
47316,Psychic,Grass,100,100,100,100,100,100,2,0,Rock,None,80,100,200,50,100,50,3,1,0
47317,Fairy,None,95,65,65,110,130,60,6,0,Water,Psychic,60,75,85,100,85,115,1,0,1
47318,Rock,Steel,30,42,118,42,88,30,4,0,Normal,None,73,115,60,60,60,90,3,0,1
47319,Dragon,Flying,105,180,100,180,100,115,3,1,Ghost,Grass,59,66,70,44,55,41,6,0,0
47320,Rock,Flying,80,105,65,60,75,130,1,0,Poison,None,46,57,40,40,40,50,1,0,0
47321,Water,None,55,130,115,50,50,75,1,0,Psychic,None,60,48,45,43,90,42,1,0,0
47322,Ice,Water,90,60,70,75,70,45,3,0,Rock,None,55,75,85,25,25,15,5,0,0
47323,Water,Dragon,75,95,95,95,95,85,2,0,Water,None,44,48,65,50,64,43,1,0,0
47324,Rock,Ground,80,120,130,55,65,45,1,0,Normal,Flying,60,85,60,50,50,125,3,0,1
47325,Rock,Grass,66,41,77,61,87,23,3,0,Bug,Poison,45,25,50,25,25,35,1,0,1
47326,Dark,None,70,90,90,135,90,125,4,1,Normal,None,64,51,23,51,23,28,3,0,0
47327,Normal,None,105,95,80,40,80,90,1,0,Normal,Ground,85,56,77,50,77,78,6,0,0
47328,Ghost,Grass,55,85,122,58,75,99,6,0,Poison,Dragon,65,75,90,97,123,44,6,0,0
47329,Fight,Psychic,30,40,55,40,55,60,3,0,Grass,Fairy,60,67,85,77,75,116,5,0,1
47330,Ice,None,50,50,50,50,50,50,3,0,Water,None,69,69,76,69,86,91,4,0,1
47331,Psychic,None,120,70,120,75,130,85,4,0,Normal,None,85,110,90,45,90,80,5,0,0
47332,Steel,None,40,55,70,45,60,30,5,0,Normal,None,250,5,5,35,105,50,1,0,0
47333,Electric,None,60,90,55,90,80,110,1,0,Dark,Fire,75,90,50,110,80,95,2,0,0
47334,Bug,None,50,20,55,25,25,30,1,0,Grass,None,75,80,95,90,100,50,2,0,1
47335,Bug,None,45,22,60,27,30,29,6,0,Electric,None,70,75,60,105,60,105,3,0,1
47336,Bug,Poison,40,35,30,20,20,50,1,0,Dragon,None,61,84,65,70,70,70,1,0,1
47337,Rock,Bug,45,95,50,40,50,75,3,0,Dragon,Flying,105,150,90,150,90,95,3,1,1
47338,Dark,Ghost,50,75,75,65,65,50,3,0,Poison,None,100,73,83,73,83,55,3,0,1
47339,Steel,Rock,60,90,140,50,50,40,3,0,Grass,None,60,40,60,40,60,35,3,0,0
47340,Steel,Psychic,60,75,100,55,80,50,3,0,Dark,None,95,65,110,60,130,65,2,0,1
47341,Rock,Bug,45,95,50,40,50,75,3,0,Poison,Bug,40,50,90,30,55,65,4,0,0
47342,Electric,Flying,79,115,70,125,80,111,5,1,Psychic,Fight,68,165,95,65,115,110,4,0,0
47343,Psychic,None,80,45,65,90,110,80,3,0,Water,Rock,54,78,103,53,45,22,5,0,1
47344,Fight,None,50,95,95,35,110,70,2,0,Normal,None,85,80,90,105,95,60,2,0,0
47345,Psychic,Fairy,68,65,65,125,115,80,3,0,Normal,None,85,80,90,105,95,60,2,0,0
47346,Dragon,None,76,147,90,60,70,97,5,0,Dark,None,64,88,50,88,50,106,5,0,1
47347,Fire,None,85,97,66,105,66,65,5,0,Water,Flying,60,50,100,85,70,65,3,0,1
47348,Fire,None,40,45,40,62,60,60,6,0,Fire,Fight,60,85,60,85,60,55,3,0,0
47349,Water,None,100,100,90,150,140,90,3,1,Rock,None,70,105,105,50,40,20,5,0,0
47350,Electric,None,40,45,40,65,40,65,3,0,Psychic,Fairy,38,35,35,65,55,50,3,0,0
47351,Fight,None,70,80,50,35,35,35,1,0,Normal,None,65,70,60,65,65,115,1,0,1
47352,Dragon,Flying,105,150,90,150,90,95,3,1,Water,None,50,65,64,44,48,43,2,0,0
47353,Fairy,None,78,52,60,63,65,23,6,0,Poison,Flying,75,80,70,65,75,90,1,0,1
47354,Steel,Psychic,80,145,150,105,110,110,3,0,Dark,None,65,150,60,115,60,115,3,0,1
47355,Water,Ground,55,45,45,25,25,15,2,0,Normal,None,85,76,64,45,55,90,2,0,1
47356,Normal,None,65,70,60,65,65,115,1,0,Water,Psychic,60,75,85,100,85,115,1,0,1
47357,Fire,Flying,78,81,71,74,69,126,6,0,Poison,None,46,57,40,40,40,50,1,0,0
47358,Ground,None,108,112,118,68,72,47,4,0,Rock,Flying,75,140,65,112,65,110,5,0,1
47359,Grass,None,45,35,45,62,53,35,4,0,Dragon,None,68,75,53,83,113,60,6,0,1
47360,Normal,None,85,80,90,105,95,60,2,0,Electric,Dragon,90,95,105,165,110,45,2,0,0
47361,Steel,Rock,50,70,100,40,40,30,3,0,Bug,Fire,55,85,55,50,55,60,5,0,1
47362,Grass,None,75,75,95,75,95,113,5,0,Electric,None,35,55,40,50,50,90,1,0,0
47363,Grass,Flying,100,103,75,120,75,127,4,1,Poison,Flying,75,80,70,65,75,90,1,0,0
47364,Electric,None,70,75,80,135,80,135,3,0,Grass,None,70,85,65,105,85,120,3,0,0
47365,Fight,Psychic,30,40,55,40,55,60,3,0,Ice,Water,90,60,70,75,70,45,3,0,0
47366,Dark,Flying,110,65,105,55,95,80,5,0,Water,Ground,95,85,85,65,65,35,2,0,0
47367,Psychic,None,50,95,90,95,90,180,3,1,Psychic,None,106,110,90,154,90,130,1,1,0
47368,Steel,Psychic,80,135,130,95,90,70,3,0,Bug,Grass,60,59,85,79,105,36,4,0,0
47369,Water,Ground,95,85,85,65,65,35,2,0,Water,Flying,75,87,63,87,63,98,5,0,1
47370,Steel,Psychic,57,24,86,24,86,23,4,0,Electric,None,70,75,80,135,80,135,3,0,1
47371,Steel,Ghost,60,50,150,50,150,60,6,0,Fire,None,44,58,44,58,44,61,4,0,1
47372,Water,Fairy,100,50,80,60,80,50,2,0,Psychic,None,45,30,50,65,50,45,4,0,0
47373,Ground,Dragon,50,70,50,50,50,70,3,0,Fight,None,105,140,95,55,65,45,5,0,0
47374,Electric,Grass,50,65,107,105,107,86,4,0,Grass,None,61,78,95,56,58,57,6,0,0
47375,Normal,None,71,82,64,64,59,112,4,0,Water,Rock,100,90,130,45,65,55,3,0,0
47376,Electric,None,60,45,70,45,90,95,4,0,Psychic,None,85,73,70,73,115,67,1,0,0
47377,Water,Psychic,95,75,110,100,80,30,1,0,Normal,Flying,45,40,60,40,75,50,3,0,1
47378,Rock,Water,42,52,67,39,56,50,6,0,Rock,Dragon,58,89,77,45,45,48,6,0,0
47379,Bug,Flying,86,76,86,116,56,95,4,0,Psychic,Fairy,28,25,25,45,35,40,3,0,0
47380,Dark,Fire,75,90,90,140,90,115,2,0,Psychic,Dark,80,160,60,170,130,80,6,1,0
47381,Psychic,None,190,33,58,33,58,33,2,0,Water,None,65,80,80,59,63,58,2,0,1
47382,Bug,None,65,47,55,73,75,85,3,0,Fire,Flying,78,81,71,74,69,126,6,0,1
47383,Normal,Flying,40,55,30,30,30,85,3,0,Electric,None,90,85,75,115,100,115,2,1,1
47384,Water,Ground,100,110,90,85,90,60,3,0,Electric,None,80,120,79,95,79,70,4,0,1
47385,Rock,None,70,105,105,50,40,20,5,0,Fight,None,50,95,95,35,110,70,2,0,1
47386,Fight,Steel,70,145,88,140,70,112,4,0,Water,Fairy,70,20,50,20,50,40,2,0,0
47387,Electric,Steel,70,70,115,130,90,60,4,0,Dark,None,70,90,90,135,90,125,4,1,1
47388,Water,Ground,75,65,55,65,55,69,5,0,Steel,Dragon,100,120,120,150,100,90,4,1,1
47389,Rock,None,30,45,135,45,90,30,3,0,Fire,None,40,40,40,70,40,20,2,0,0
47390,Fairy,None,82,80,86,85,75,72,6,0,Electric,Dragon,90,95,105,165,110,45,2,0,0
47391,Fight,None,80,100,70,50,60,45,1,0,Psychic,None,75,75,75,125,95,40,5,0,0
47392,Fight,None,120,100,85,30,85,45,5,0,Dark,Psychic,86,92,88,68,75,73,6,0,1
47393,Poison,Ground,81,102,77,85,75,85,1,0,Electric,None,60,50,40,85,75,95,3,0,1
47394,Electric,None,45,63,37,65,55,95,2,0,Fight,Psychic,60,100,85,80,85,100,3,0,1
47395,Ice,None,50,50,50,50,50,50,3,0,Grass,None,40,40,50,30,30,30,3,0,0
47396,Ghost,None,40,70,130,60,130,25,3,0,Water,None,55,65,35,60,30,85,4,0,1
47397,Psychic,Fight,106,190,100,154,100,130,1,1,Dragon,None,76,147,90,60,70,97,5,0,0
47398,Steel,Fairy,57,80,91,80,87,75,6,0,Psychic,None,50,95,90,95,90,180,3,1,1
47399,Poison,Ground,81,102,77,85,75,85,1,0,Rock,Water,70,60,125,115,70,55,1,0,0
47400,Water,None,59,63,80,65,80,58,1,0,Rock,None,50,80,95,10,45,10,4,0,0
47401,Rock,Flying,55,112,45,74,45,70,5,0,Dragon,Flying,105,180,100,180,100,115,3,1,1
47402,Water,None,75,75,60,83,60,60,5,0,Rock,Ground,35,45,160,30,45,70,1,0,1
47403,Bug,Poison,60,50,70,50,90,65,3,0,Fire,None,85,97,66,105,66,65,5,0,1
47404,Fire,None,45,75,37,70,55,83,2,0,Poison,None,50,50,62,40,62,65,5,0,0
47405,Ground,None,10,55,25,35,45,95,1,0,Bug,None,50,20,55,25,25,30,1,0,0
47406,Water,None,30,45,55,70,55,85,1,0,Electric,None,40,30,50,55,55,100,1,0,1
47407,Grass,None,50,65,45,85,65,95,3,0,Normal,Flying,85,120,70,50,60,100,4,0,1
47408,Normal,Flying,50,55,50,36,30,43,5,0,Fight,None,120,100,85,30,85,45,5,0,1
47409,Fairy,None,95,70,73,95,90,60,1,0,Ghost,Fire,50,30,55,65,55,20,5,0,0
47410,Electric,Normal,44,38,33,61,43,70,6,0,Normal,Fight,65,136,94,54,96,135,4,0,1
47411,Water,None,30,65,100,45,25,40,1,0,Normal,Fairy,50,20,40,20,40,20,3,0,0
47412,Psychic,Flying,72,58,80,103,80,97,5,0,Fire,None,39,52,43,60,50,65,2,0,0
47413,Normal,Flying,60,85,60,50,50,125,3,0,Dragon,Flying,95,135,80,110,80,100,3,0,0
47414,Rock,Fairy,50,50,150,50,150,50,6,0,Normal,None,75,95,60,65,60,115,5,0,1
47415,Normal,None,85,80,90,105,95,60,2,0,Electric,Ghost,50,50,77,95,77,91,4,0,1
47416,Grass,None,75,89,85,55,65,36,4,0,Fairy,None,126,131,95,131,98,99,6,1,1
47417,Bug,None,65,47,55,73,75,85,3,0,Poison,Ground,81,102,77,85,75,85,1,0,1
47418,Bug,Steel,70,130,100,55,80,65,2,0,Normal,None,80,80,80,55,55,90,3,0,1
47419,Rock,Bug,45,95,50,40,50,75,3,0,Normal,Water,79,85,60,55,60,71,4,0,0
47420,Poison,Flying,40,45,35,30,40,55,1,0,Psychic,None,100,100,100,100,100,100,1,0,1
47421,Ground,Rock,80,85,95,30,30,25,1,0,Bug,Rock,70,95,125,65,75,45,5,0,1
47422,Normal,Flying,83,80,80,135,80,121,1,0,Grass,None,40,40,50,30,30,30,3,0,0
47423,Grass,None,65,110,130,60,65,95,4,0,Rock,Water,72,105,115,54,86,68,6,0,0
47424,Fight,None,72,60,30,20,30,25,3,0,Psychic,None,50,180,20,180,20,150,3,1,1
47425,Water,Ground,50,48,43,46,41,60,3,0,Rock,Psychic,70,55,65,95,85,70,3,0,1
47426,Ground,None,75,100,110,45,55,65,1,0,Fairy,None,90,120,75,60,60,45,2,0,0
47427,Ghost,Flying,150,80,44,90,54,80,4,0,Water,None,55,65,35,60,30,85,4,0,1
47428,Psychic,None,80,105,105,105,105,80,4,1,Bug,Electric,50,47,50,57,50,65,5,0,0
47429,Ice,None,95,110,80,70,80,50,5,0,Bug,None,50,35,55,25,25,15,3,0,0
47430,Normal,None,55,66,44,44,56,85,4,0,Flying,None,79,100,80,110,90,121,5,1,1
47431,Fire,None,73,76,75,81,100,100,1,0,Steel,Psychic,57,24,86,24,86,23,4,0,0
47432,Poison,None,100,73,83,73,83,55,3,0,Fire,None,45,75,37,70,55,83,2,0,1
47433,Normal,Flying,55,75,50,40,40,80,4,0,Normal,Flying,60,30,30,36,56,50,2,0,0
47434,Fire,None,40,45,40,62,60,60,6,0,Water,None,64,66,68,81,76,50,4,0,0
47435,Grass,None,40,40,50,30,30,30,3,0,Fire,None,115,115,85,90,75,100,2,1,1
47436,Grass,Ice,60,62,50,62,60,40,4,0,Poison,None,80,80,50,40,50,25,1,0,0
47437,Fire,Fight,60,85,60,85,60,55,3,0,Ice,Water,70,40,50,55,50,25,3,0,0
47438,Fairy,None,78,52,60,63,65,23,6,0,Bug,None,50,75,45,40,45,60,5,0,1
47439,Bug,Grass,60,59,85,79,105,36,4,0,Poison,None,50,50,62,40,62,65,5,0,1
47440,Water,None,30,65,100,45,25,40,1,0,Fire,None,39,52,43,60,50,65,2,0,1
47441,Water,Dark,70,120,40,95,40,95,3,0,Bug,Grass,60,95,80,60,80,30,1,0,0
47442,Normal,Flying,80,115,80,65,55,93,5,0,Ghost,None,20,40,90,30,90,25,3,0,1
47443,Normal,None,55,50,40,40,40,75,5,0,Grass,Fight,88,107,122,74,75,64,6,0,0
47444,Psychic,Fairy,68,65,65,125,115,80,3,0,Electric,None,70,75,80,135,80,135,3,0,1
47445,Dark,Dragon,92,105,90,125,90,98,5,0,Bug,Rock,20,10,230,10,230,5,2,0,0
